,Name,Nationality,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Month,Year,Season,experience_dive,experience_discipline
14805,Jeongmin Park,KOR,Male,CWT,86.0,86.0,WHITE,86.0,-,Depth Competition,6,2018,Summer,14,6
14806,Guang (Matt) Yang,CHN,Male,CWT,87.0,87.0,WHITE,87.0,-,Depth Competition,6,2018,Summer,1,1
14807,Lady Nancy Lisondra,PHL,Female,CWT,40.0,40.0,RED,0.0,DQPULL,Depth Competition,6,2018,Summer,2,1
14808,Genilyn Abanilla,PHL,Female,CWT,43.0,43.0,WHITE,43.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,1,1
14809,Gyu-Tae Noh,KOR,Male,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,1,1
14810,Mitsuhiro Kojima,JPN,Male,CWT,48.0,48.0,WHITE,48.0,-,Depth Competition,6,2018,Summer,30,16
14811,Maria Zosa,PHL,Female,CWT,50.0,37.0,YELLOW,23.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,2,1
14812,Bongjoo Kwak,KOR,Male,CWT,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,6,3
14813,Suzanne Lim,FRA,Female,CWT,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,4,2
14814,Anqi Lim,SGP,Female,CWT,62.0,62.0,WHITE,62.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,11,7
14815,Paul Wai-Kei Sack,MAS,Male,CWT,65.0,65.0,WHITE,65.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,4,2
14816,Seongjun Kang,KOR,Male,CWT,67.0,67.0,WHITE,67.0,-,Depth Competition,6,2018,Summer,1,1
14817,Jung A Kim,KOR,Female,CWT,71.0,57.0,YELLOW,42.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,7,4
14818,Jean-Pol Francois,BEL,Male,CWT,74.0,74.0,WHITE,74.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,7,4
14819,Atsushi Kawai,JPN,Male,CWT,80.0,80.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,5,5
14820,Zhang Yang(Amanda),CHN,Female,CWT,80.0,80.0,WHITE,80.0,-,Depth Competition,6,2018,Summer,1,1
14821,Costa Lin Zhu,CHN,Male,CWT,90.0,90.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,4,3
14822,Davide Carrera,ITA,Male,CWT,93.0,79.0,YELLOW,64.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,36,28
14823,Jihoon Jang,KOR,Male,CWT,93.0,93.0,WHITE,93.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,19,11
14824,Jin (Sendoh) Wang,CHN,Male,CWT,95.0,95.0,WHITE,95.0,-,Depth Competition,6,2018,Summer,21,9
14825,Jinyi Zhu,CHN,Male,CWT,90.0,90.0,WHITE,90.0,-,Depth Competition,6,2018,Summer,1,1
14826,Nan Noah Zhang,CHN,Male,CWT,50.0,50.0,WHITE,50.0,-,Depth Competition,6,2018,Summer,3,3
14827,Wang Qi,CHN,Female,FIM,40.0,40.0,WHITE,40.0,-,Depth Competition,6,2018,Summer,2,1
14828,Tracy Lau,HKG,Female,FIM,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,2,1
14829,Suzanne Lim,FRA,Female,FIM,54.0,54.0,WHITE,54.0,-,Depth Competition,6,2018,Summer,5,2
14830,Jingzhe Li,CHN,Female,FIM,56.0,56.0,WHITE,56.0,-,Depth Competition,6,2018,Summer,9,2
14831,Anqi Lim,SGP,Female,FIM,58.0,58.0,WHITE,58.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,12,4
14832,Jung A Kim,KOR,Female,FIM,62.0,62.0,WHITE,62.0,-,Depth Competition,6,2018,Summer,8,3
14833,Gert Leroy,BEL,Male,FIM,70.0,70.0,WHITE,70.0,-,Depth Competition,6,2018,Summer,7,3
14834,Leo Tsz Wai Leung,HKG,Male,FIM,75.0,75.0,WHITE,75.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,4,3
14835,Jihoon Jang,KOR,Male,FIM,90.0,90.0,WHITE,90.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,20,5
14836,Genilyn Abanilla,PHL,Female,FIM,30.0,30.0,WHITE,30.0,-,Depth Competition,6,2018,Summer,2,1
14837,Aldric Vincent Suan,PHL,Male,FIM,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,2,1
14838,Maria Zosa,PHL,Female,FIM,47.0,47.0,WHITE,47.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,3,2
14839,Nan Noah Zhang,CHN,Male,FIM,50.0,43.0,YELLOW,35.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,4,1
14840,Ningning Li,USA,Female,FIM,50.0,50.0,WHITE,50.0,-,Depth Competition,6,2018,Summer,2,1
14841,Xia Mao,CHN,Female,FIM,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,4,1
14842,Ying Li,CHN,Female,FIM,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,2,2
14843,Davide Carrera,ITA,Male,FIM,66.0,66.0,WHITE,66.0,-,Depth Competition,6,2018,Summer,37,6
14844,Jurgen Reinderink,NED,Male,FIM,67.0,67.0,WHITE,67.0,-,Depth Competition,6,2018,Summer,4,3
14845,Zhang Yang(Amanda),CHN,Female,FIM,70.0,70.0,WHITE,70.0,-,Depth Competition,6,2018,Summer,2,1
14846,Stanley Sradaputta,INA,Male,FIM,75.0,75.0,WHITE,75.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,21,12
14847,Potti Dingfeng Liu,CHN,Male,FIM,80.0,80.0,YELLOW,79.0,NO TAG,Depth Competition,6,2018,Summer,22,10
14848,Ken Kiriyama,JPN,Male,FIM,83.0,83.0,WHITE,83.0,-,Depth Competition,6,2018,Summer,84,20
14849,Jin (Sendoh) Wang,CHN,Male,FIM,90.0,90.0,WHITE,90.0,-,Depth Competition,6,2018,Summer,22,9
14850,Bongjoo Kwak,KOR,Male,CNF,50.0,50.0,WHITE,50.0,-,Depth Competition,6,2018,Summer,7,4
14851,Naoto Yoshikawa,JPN,Male,CNF,50.0,50.0,RED,0.0,DQPULL,Depth Competition,6,2018,Summer,12,1
14852,Lady Nancy Lisondra,PHL,Female,CNF,33.0,33.0,WHITE,33.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,3,2
14853,Paul Wai-Kei Sack,MAS,Male,CNF,50.0,50.0,WHITE,50.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,5,1
14854,Gyu-Tae Noh,KOR,Male,CWT,51.0,51.0,WHITE,51.0,-,Depth Competition,6,2018,Summer,2,2
14855,Sangho Moon,KOR,Male,CWT,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,5,5
14856,Shuichi Goto,JPN,Male,CWT,72.0,72.0,WHITE,72.0,-,Depth Competition,6,2018,Summer,31,18
14857,Seongjun Kang,KOR,Male,CWT,73.0,73.0,WHITE,73.0,-,Depth Competition,6,2018,Summer,2,2
14859,Lap Hing ( Chris ) Cheung,HKG,Male,CWT,85.0,85.0,WHITE,85.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,9,8
14860,Jeongmin Park,KOR,Male,CWT,91.0,91.0,WHITE,91.0,-,Depth Competition,6,2018,Summer,15,7
14861,Komtanoo Pinpimai,THA,Male,CWT,91.0,91.0,WHITE,91.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,7,4
14862,Jinyi Zhu,CHN,Male,FIM,81.0,81.0,WHITE,81.0,-,Depth Competition,6,2018,Summer,2,1
14863,Tracy Lau,HKG,Female,FIM,47.0,47.0,WHITE,47.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,3,2
14864,Ying Li,CHN,Female,FIM,65.0,65.0,WHITE,65.0,-,Depth Competition,6,2018,Summer,3,3
14865,Jurgen Reinderink,NED,Male,FIM,72.0,72.0,WHITE,72.0,-,Depth Competition,6,2018,Summer,5,4
14866,Leo Tsz Wai Leung,HKG,Male,FIM,80.0,80.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,5,4
14867,Lady Nancy Lisondra,PHL,Female,FIM,47.0,47.0,WHITE,47.0,-,Depth Competition,6,2018,Summer,4,1
14868,Tao Tian,CHN,Male,FIM,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,4,3
14869,Thibault Guignes,FRA,Male,FIM,108.0,108.0,WHITE,108.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,38,28
14870,Jinyi Zhu,CHN,Male,CNF,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,3,1
14871,Suzanne Lim,FRA,Female,CNF,40.0,40.0,WHITE,40.0,-,Depth Competition,6,2018,Summer,6,2
14872,Jung A Kim,KOR,Female,CNF,40.0,40.0,WHITE,40.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,9,2
14873,Anqi Lim,SGP,Female,CNF,45.0,45.0,WHITE,45.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,13,2
14874,Gert Leroy,BEL,Male,CNF,54.0,54.0,WHITE,54.0,-,Depth Competition,6,2018,Summer,8,5
14875,Naoto Yoshikawa,JPN,Male,CNF,59.0,55.0,YELLOW,50.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,13,2
14876,Jihoon Jang,KOR,Male,CNF,62.0,62.0,WHITE,62.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,21,5
14877,Ken Kiriyama,JPN,Male,CNF,70.0,70.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,85,30
14878,Ningning Li,USA,Female,CNF,30.0,30.0,WHITE,30.0,-,Depth Competition,6,2018,Summer,3,1
14879,Aldric Vincent Suan,PHL,Male,CNF,30.0,30.0,WHITE,30.0,-,Depth Competition,6,2018,Summer,3,1
14880,Sangho Moon,KOR,Male,CNF,31.0,31.0,WHITE,31.0,-,Depth Competition,6,2018,Summer,6,1
14881,Jingzhe Li,CHN,Female,CNF,33.0,33.0,WHITE,33.0,-,Depth Competition,6,2018,Summer,10,2
14882,Xia Mao,CHN,Female,CNF,38.0,38.0,RED,0.0,DQPULL,Depth Competition,6,2018,Summer,5,1
14883,Nan Noah Zhang,CHN,Male,CNF,40.0,40.0,WHITE,40.0,-,Depth Competition,6,2018,Summer,5,1
14884,Shuichi Goto,JPN,Male,CNF,50.0,11.0,YELLOW,0.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,32,7
14885,Stanley Sradaputta,INA,Male,CNF,51.0,51.0,WHITE,51.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,22,4
14886,Jin (Sendoh) Wang,CHN,Male,CNF,65.0,65.0,WHITE,65.0,-,Depth Competition,6,2018,Summer,23,5
14887,Costa Lin Zhu,CHN,Male,CNF,68.0,68.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,5,2
14888,Bongjoo Kwak,KOR,Male,CWT,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,8,4
14889,Davide Carrera,ITA,Male,CWT,66.0,66.0,WHITE,66.0,-,Depth Competition,6,2018,Summer,38,29
14890,Jean-Pol Francois,BEL,Male,CWT,77.0,77.0,WHITE,77.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,8,5
14891,Seongjun Kang,KOR,Male,CWT,77.0,77.0,WHITE,77.0,-,Depth Competition,6,2018,Summer,3,3
14893,Guang (Matt) Yang,CHN,Male,CWT,89.0,89.0,WHITE,89.0,-,Depth Competition,6,2018,Summer,2,2
14894,Lap Hing ( Chris ) Cheung,HKG,Male,CWT,90.0,90.0,WHITE,90.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,10,9
14895,Box Zhoubo,CHN,Male,CWT,30.0,30.0,WHITE,30.0,-,Depth Competition,6,2018,Summer,1,1
14896,Genilyn Abanilla,PHL,Female,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,3,2
14897,Maria Zosa,PHL,Female,CWT,48.0,48.0,WHITE,48.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,4,2
14898,Wanyu Yen,TPE,Female,CWT,54.0,54.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,6,4
14899,Gyu-Tae Noh,KOR,Male,CWT,57.0,57.0,WHITE,57.0,-,Depth Competition,6,2018,Summer,3,3
14900,Paul Wai-Kei Sack,MAS,Male,CWT,70.0,70.0,WHITE,70.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,6,3
14901,Komtanoo Pinpimai,THA,Male,CWT,94.0,94.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,8,5
14902,Jeongmin Park,KOR,Male,CWT,94.0,66.0,YELLOW,37.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,16,8
14903,Dongha Lee,KOR,Male,CWT,40.0,31.0,YELLOW,21.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,1,1
14904,Seung Min Hwang,KOR,Male,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,1,1
14905,Dohoon Oh,KOR,Male,CWT,47.0,47.0,RED,0.0,DQAIRWAYS,Depth Competition,6,2018,Summer,1,1
14906,Nayoung Lee,KOR,Female,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,1,1
14907,Mieun Cho,KOR,Female,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,6,5
14908,Nayeon Kim,KOR,Female,CWT,47.0,47.0,WHITE,47.0,-,Depth Competition,6,2018,Summer,1,1
14909,Seulkee Han,KOR,Male,CWT,48.0,48.0,WHITE,48.0,-,Depth Competition,6,2018,Summer,1,1
14910,Sieon Lee,KOR,Female,CWT,50.0,50.0,WHITE,50.0,-,Depth Competition,6,2018,Summer,1,1
14911,Seoyeong Kwon,KOR,Female,CWT,53.0,53.0,WHITE,53.0,-,Depth Competition,6,2018,Summer,1,1
14912,Kyoungmi Choi,KOR,Female,CWT,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,1,1
14913,Kyunghun Kim,KOR,Male,CWT,68.0,68.0,WHITE,68.0,-,Depth Competition,6,2018,Summer,1,1
14914,Jung A Kim,KOR,Female,CWT,72.0,60.0,YELLOW,47.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,10,5
14915,Jaeyoung Kim,KOR,Male,CWT,81.0,81.0,WHITE,81.0,-,Depth Competition,6,2018,Summer,5,4
14916,Sanghoon Park,KOR,Male,CWT,83.0,83.0,WHITE,83.0,-,Depth Competition,6,2018,Summer,1,1
14917,Ken Kiriyama,JPN,Male,CWT,84.0,84.0,WHITE,84.0,-,Depth Competition,6,2018,Summer,86,36
14918,Komtanoo Pinpimai,THA,Male,CWT,92.0,92.0,WHITE,92.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,9,6
14919,Khanut Kaenwiangrat,THA,Male,CNF,31.0,31.0,WHITE,31.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,1,1
14920,Gert Leroy,BEL,Male,CNF,61.0,48.0,RED,0.0,DQPULLING,Depth Competition,6,2018,Summer,9,6
14921,Philyoung Lee,KOR,Male,FIM,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,1,1
14922,Dongha Lee,KOR,Male,CWT,42.0,37.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,2,2
14923,Seung Min Hwang,KOR,Male,CWT,55.0,36.0,YELLOW,16.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,2,2
14924,Dohoon Oh,KOR,Male,CWT,56.0,49.0,YELLOW,41.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,2,2
14925,Nayoung Lee,KOR,Female,CWT,51.0,51.0,WHITE,51.0,-,Depth Competition,6,2018,Summer,2,2
14926,Mieun Cho,KOR,Female,CWT,53.0,44.0,YELLOW,34.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,7,6
14927,Sieon Lee,KOR,Female,CWT,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,2,2
14928,Nayeon Kim,KOR,Female,CWT,55.0,55.0,WHITE,55.0,-,Depth Competition,6,2018,Summer,2,2
14929,Seulkee Han,KOR,Male,CWT,56.0,56.0,WHITE,56.0,-,Depth Competition,6,2018,Summer,2,2
14930,Seoyeong Kwon,KOR,Female,CWT,58.0,58.0,WHITE,58.0,-,Depth Competition,6,2018,Summer,2,2
14931,Kyoungmi Choi,KOR,Female,CWT,60.0,60.0,WHITE,60.0,-,Depth Competition,6,2018,Summer,2,2
14932,Jung A Kim,KOR,Female,CWT,72.0,72.0,WHITE,72.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,11,6
14933,Kyunghun Kim,KOR,Male,CWT,73.0,73.0,WHITE,73.0,-,Depth Competition,6,2018,Summer,2,2
14934,Ken Kiriyama,JPN,Male,CWT,86.0,86.0,WHITE,86.0,-,Depth Competition,6,2018,Summer,87,37
14935,Sanghoon Park,KOR,Male,CWT,86.0,86.0,WHITE,86.0,-,Depth Competition,6,2018,Summer,2,2
14936,Jaeyoung Kim,KOR,Male,CWT,86.0,78.0,YELLOW,69.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,6,5
14937,Komtanoo Pinpimai,THA,Male,CWT,93.0,93.0,WHITE,93.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,10,7
14938,Jinyi Zhu,CHN,Male,CWT,101.0,101.0,WHITE,101.0,-,Depth Competition,6,2018,Summer,4,2
14939,Khanut Kaenwiangrat,THA,Male,CNF,36.0,36.0,WHITE,36.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,2,2
14940,Gert Leroy,BEL,Male,CNF,56.0,47.0,YELLOW,37.0,"EARLY TURN, NO TAG",Depth Competition,6,2018,Summer,10,7
14941,Philyoung Lee,KOR,Male,FIM,66.0,66.0,WHITE,66.0,-,Depth Competition,6,2018,Summer,2,2
14942,Nicolas Justine,FRA,Female,CWT,40.0,0.0,RED,0.0,DQ OTHER,Depth Competition,6,2018,Summer,1,1
14943,Julien Ciesielski,FRA,Male,CWT,40.0,28.0,YELLOW,15.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,1,1
14944,Sylvain Bes,FRA,Male,CWT,40.0,40.0,WHITE,40.0,-,Depth Competition,6,2018,Summer,4,2
14945,Georgina Miller,GBR,Female,CWT,50.0,0.0,RED,0.0,DSN,Depth Competition,6,2018,Summer,90,67
14946,Emilie Antoine,FRA,Female,CWT,40.0,40.0,WHITE,40.0,-,Depth Competition,6,2018,Summer,1,1
14947,Suzanne Lim,FRA,Female,CWT,50.0,30.0,YELLOW,9.0,EARLY TURN+MISSIG TAG,Depth Competition,6,2018,Summer,7,3
14948,George Nader,LBN,Male,CWT,51.0,51.0,YELLOW,45.0,GRAB + MISSING TAG,Depth Competition,6,2018,Summer,4,4
14949,Alice Modolo,FRA,Female,CWT,64.0,64.0,WHITE,64.0,78,Depth Competition,6,2018,Summer,12,10
14950,Eddy Laffin,FRA,Male,CWT,78.0,78.0,WHITE,78.0,-,Depth Competition,6,2018,Summer,3,2
14951,Nicolas Girardin,FRA,Male,CWT,88.0,0.0,RED,0.0,DQBO AIRWAYS,Depth Competition,6,2018,Summer,14,10
14952,Guillaume Néry,FRA,Male,CWT,105.0,105.0,WHITE,105.0,-,Depth Competition,6,2018,Summer,55,42
14953,Rodolphe Isnard,FRA,Male,CNF,45.0,0.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,4,2
14954,Arthur Guerin,FRA,Male,CNF,18.0,48.0,WHITE,48.0,-,Depth Competition,6,2018,Summer,3,3
14955,Stephan Saxstad,FRA,Male,CNF,51.0,51.0,WHITE,51.0,-,Depth Competition,6,2018,Summer,4,4
14956,Mathieu Maraio,FRA,Male,CNF,60.0,0.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,13,8
14957,Thomas Bouchard,FRA,Male,CNF,68.0,68.0,WHITE,68.0,-,Depth Competition,6,2018,Summer,15,5
14958,Remy Dubern,FRA,Male,CNF,67.0,67.0,WHITE,67.0,-,Depth Competition,6,2018,Summer,32,15
14959,Morgan Bourc'His,FRA,Male,CNF,76.0,76.0,WHITE,76.0,-,Depth Competition,6,2018,Summer,52,21
14960,Olivier Remoiville,FRA,Male,FIM,20.0,0.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,4,4
14961,Jean Turquois,FRA,Male,FIM,23.0,23.0,WHITE,23.0,-,Depth Competition,6,2018,Summer,1,1
14962,Pierre Vigouroux,FRA,Male,FIM,35.0,35.0,WHITE,35.0,-,Depth Competition,6,2018,Summer,1,1
14963,Renaud Lamiral,FRA,Male,FIM,41.0,41.0,WHITE,41.0,-,Depth Competition,6,2018,Summer,4,4
14964,Sanda Delija,CRO,Female,FIM,65.0,0.0,RED,0.0,DQSP,Depth Competition,6,2018,Summer,2,2
14965,Pascal Huron,FRA,Male,FIM,75.0,50.0,YELLOW,24.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,1,1
14966,Olivier Azzopardi,FRA,Male,FIM,82.0,0.0,RED,0.0,-,Depth Competition,6,2018,Summer,7,7
14967,Léa Jolibois,FRA,Female,FIM,51.0,51.0,WHITE,51.0,-,Depth Competition,6,2018,Summer,1,1
14968,Vasileios Pipilas,GRE,Male,FIM,20.0,20.0,WHITE,20.0,-,Depth Competition,6,2018,Summer,1,1
14969,Panagiotis Papas,GRE,Male,FIM,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,2,2
14970,Douvalidis Athanasios,GRE,Male,CWT,20.0,20.0,WHITE,20.0,-,Depth Competition,6,2018,Summer,1,1
14971,Nikolaos Vasiloudis,GRE,Male,CWT,28.0,28.0,WHITE,28.0,-,Depth Competition,6,2018,Summer,1,1
14972,Michel Filinis2,BRA,Male,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,17,5
14973,Dimitris Fotiou,GRE,Male,CWT,25.0,25.0,WHITE,25.0,-,Depth Competition,6,2018,Summer,1,1
14974,Ntalaris Kostantinos,GRE,Male,CWT,20.0,20.0,WHITE,20.0,-,Depth Competition,6,2018,Summer,1,1
14975,Emilie Antoine,FRA,Female,CWT,42.0,42.0,WHITE,42.0,-,Depth Competition,6,2018,Summer,2,2
14976,Suzanne Lim,FRA,Female,CWT,45.0,45.0,WHITE,45.0,-,Depth Competition,6,2018,Summer,8,4
14977,Georgina Miller,GBR,Female,CWT,48.0,48.0,WHITE,48.0,-,Depth Competition,6,2018,Summer,91,68
14978,George Nader,LBN,Male,CWT,52.0,52.0,WHITE,52.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,5,5
14979,Alice Modolo,FRA,Female,CWT,70.0,70.0,WHITE,70.0,-,Depth Competition,6,2018,Summer,13,11
14980,Remy Dubern,FRA,Male,CWT,80.0,80.0,WHITE,80.0,-,Depth Competition,6,2018,Summer,33,12
14981,Rodolphe Isnard,FRA,Male,CNF,46.0,23.0,YELLOW,0.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,5,3
14982,Arthur Guerin,FRA,Male,CNF,51.0,51.0,WHITE,51.0,-,Depth Competition,6,2018,Summer,4,4
14983,Stephan Saxstad,FRA,Male,CNF,53.0,53.0,WHITE,53.0,-,Depth Competition,6,2018,Summer,5,5
14984,Mathieu Maraio,FRA,Male,CNF,55.0,0.0,RED,0.0,DQBO,Depth Competition,6,2018,Summer,14,9
14985,Morgan Bourc'His,FRA,Male,CNF,80.0,80.0,WHITE,80.0,-,Depth Competition,6,2018,Summer,53,22
14986,Jean Turquois,FRA,Male,FIM,28.0,22.0,YELLOW,15.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,2,2
14987,Pierre Vigouroux,FRA,Male,FIM,35.0,0.0,RED,0.0,DQ OTHER TOUCH,Depth Competition,6,2018,Summer,2,2
14988,Renaud Lamiral,FRA,Male,FIM,43.0,36.0,YELLOW,28.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,5,5
14989,Sylvain Bes,FRA,Male,FIM,50.0,50.0,WHITE,50.0,-,Depth Competition,6,2018,Summer,5,3
14990,Léa Jolibois,FRA,Female,FIM,53.0,53.0,WHITE,53.0,-,Depth Competition,6,2018,Summer,2,2
14991,Sanda Delija,CRO,Female,FIM,66.0,66.0,WHITE,66.0,NATIONAL RECORD,Depth Competition,6,2018,Summer,3,3
14992,Pierre-Yves Bonnet,FRA,Male,FIM,71.0,64.0,YELLOW,56.0,EARLY TURN+MISSING TAG,Depth Competition,6,2018,Summer,6,1
14993,Pascal Huron,FRA,Male,FIM,75.0,75.0,WHITE,75.0,-,Depth Competition,6,2018,Summer,2,2
14994,Thomas Bouchard,FRA,Male,FIM,76.0,76.0,WHITE,76.0,-,Depth Competition,6,2018,Summer,16,9
14995,Olivier Azzopardi,FRA,Male,FIM,85.0,67.0,YELLOW,48.0,EARLY TURN + MISSING TAG,Depth Competition,6,2018,Summer,8,8
14996,Johanna Hofer,AUT,Female,FIM,31.0,31.0,WHITE,31.0,OK,Depth Competition,7,2018,Summer,1,1
14997,Antons Krauklis,LAT,Male,FIM,43.0,43.0,WHITE,43.0,NATIONAL RECORD,Depth Competition,7,2018,Summer,2,2
14998,Eugen Goettling,AUT,Male,FIM,60.0,60.0,WHITE,60.0,OK,Depth Competition,7,2018,Summer,3,1
14999,Martin Schulzki,GER,Male,FIM,31.0,12.0,YELLOW,0.0,"EARLY TURN, NO TAG",Depth Competition,7,2018,Summer,1,1
15000,Elisabeth Hummel,GER,Female,FIM,40.0,40.0,WHITE,40.0,OK,Depth Competition,7,2018,Summer,24,11
15001,Ralph Staudigl,AUT,Male,FIM,36.0,36.0,WHITE,36.0,OK,Depth Competition,7,2018,Summer,7,5
15002,Birgit Standhartinger,AUT,Female,FIM,45.0,45.0,WHITE,45.0,OK,Depth Competition,7,2018,Summer,1,1
15003,Anita Preisler,AUT,Female,FIM,25.0,25.0,WHITE,25.0,OK,Depth Competition,7,2018,Summer,4,3
15004,Martin Ruman,SVK,Male,FIM,50.0,50.0,WHITE,50.0,OK,Depth Competition,7,2018,Summer,1,1
15005,Jana Vorsatz,GER,Female,FIM,20.0,20.0,WHITE,20.0,OK,Depth Competition,7,2018,Summer,1,1
15006,Thomas Oberhuber,AUT,Male,FIM,49.0,49.0,WHITE,49.0,OK,Depth Competition,7,2018,Summer,8,4
15007,Johanna Hofer,AUT,Female,CNF,25.0,25.0,WHITE,25.0,OK,Depth Competition,7,2018,Summer,2,1
15008,Antons Krauklis,LAT,Male,CNF,27.0,27.0,WHITE,27.0,NATIONAL RECORD,Depth Competition,7,2018,Summer,3,1
15009,Eugen Goettling,AUT,Male,CNF,43.0,43.0,WHITE,43.0,OK,Depth Competition,7,2018,Summer,4,1
15010,Martin Schulzki,GER,Male,CNF,21.0,21.0,WHITE,21.0,OK,Depth Competition,7,2018,Summer,2,1
15011,Ralph Staudigl,AUT,Male,CNF,21.0,21.0,WHITE,21.0,OK,Depth Competition,7,2018,Summer,8,2
15012,Anita Preisler,AUT,Female,CNF,17.0,17.0,WHITE,17.0,OK,Depth Competition,7,2018,Summer,5,2
15013,Elisabeth Hummel,GER,Female,CNF,24.0,24.0,WHITE,24.0,OK,Depth Competition,7,2018,Summer,25,3
15014,Birgit Standhartinger,AUT,Female,CNF,33.0,33.0,YELLOW,32.0,NO TAG,Depth Competition,7,2018,Summer,2,1
15015,Jana Vorsatz,GER,Female,CNF,10.0,10.0,WHITE,10.0,OK,Depth Competition,7,2018,Summer,2,1
15016,Martin Ruman,SVK,Male,CNF,30.0,30.0,WHITE,30.0,NATIONAL RECORD,Depth Competition,7,2018,Summer,2,1
