,Name,Nationality,Gender,Discipline,AP,RP,Card,Points,Remarks,Event Type,Month,Year,Season,experience_dive,experience_discipline
9227,Andres Alegria,HON,Male,FIM,30.0,30.0,RED,0.0,DQSP,Depth Competition,5,2014,Spring,1,1
9228,Edgardo Andrade,HON,Male,FIM,46.0,46.0,WHITE,46.0,OK,Depth Competition,5,2014,Spring,4,2
9229,Andres Venegas,Unknown,Male,CNF,56.0,56.0,WHITE,56.0,OK,Depth Competition,5,2014,Spring,3,3
9230,Edgardo Andrade,HON,Male,CWT,46.0,46.0,YELLOW,41.0,PEN,Depth Competition,5,2014,Spring,5,3
9231,Andres Alegria,HON,Male,FIM,35.0,35.0,WHITE,35.0,OK,Depth Competition,5,2014,Spring,2,2
9232,Edgardo Andrade,HON,Male,CWT,50.0,50.0,WHITE,50.0,OK,Depth Competition,5,2014,Spring,6,4
9233,Andres Venegas,Unknown,Male,FIM,67.0,64.0,YELLOW,60.0,PEN,Depth Competition,5,2014,Spring,4,1
9234,Dena Parsa,DEN,Female,CWT,52.0,52.0,WHITE,52.0,OK,Depth Competition,6,2014,Summer,6,4
9235,Tomoka Fukuda,JPN,Female,CWT,84.0,62.0,YELLOW,39.0,PEN,Depth Competition,6,2014,Summer,18,11
9236,Stig Pryds,DEN,Male,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,6,2014,Summer,9,3
9237,Dean Chaouche,GBR,Male,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,6,2014,Summer,1,1
9238,Kristof Coenen,BEL,Male,FIM,40.0,40.0,WHITE,40.0,OK,Depth Competition,6,2014,Summer,1,1
9239,Antony Judge,AUS,Male,FIM,84.0,84.0,WHITE,84.0,OK,Mixed Competition,6,2014,Summer,12,3
9240,Leo Yasumasa Muraoka,USA,Male,FIM,88.0,88.0,RED,0.0,DQBO,Mixed Competition,6,2014,Summer,37,26
9241,Kurt Chambers,USA,Male,CWT,71.0,71.0,WHITE,71.0,OK,Mixed Competition,6,2014,Summer,9,4
9242,Kurt Chambers,USA,Male,CWT,82.0,82.0,WHITE,82.0,OK,Mixed Competition,6,2014,Summer,10,5
9243,Ken Kiriyama,JPN,Male,CWT,59.0,47.0,YELLOW,35.0,PEN,Mixed Competition,6,2014,Summer,15,5
9244,Ken Kiriyama,JPN,Male,CWT,55.0,55.0,WHITE,55.0,OK,Mixed Competition,6,2014,Summer,16,6
9245,Kyle Gion,USA,Male,CWT,50.0,50.0,WHITE,50.0,OK,Mixed Competition,6,2014,Summer,3,3
9246,Kyle Gion,USA,Male,CWT,56.0,56.0,WHITE,56.0,OK,Mixed Competition,6,2014,Summer,4,4
9247,Jonathan Lata,USA,Male,CWT,72.0,72.0,WHITE,72.0,OK,Mixed Competition,6,2014,Summer,4,3
9248,Jonathan Lata,USA,Male,CWT,78.0,78.0,WHITE,78.0,OK,Mixed Competition,6,2014,Summer,5,4
9249,Michelle Marsh,USA,Female,CWT,40.0,40.0,WHITE,40.0,OK,Mixed Competition,6,2014,Summer,4,4
9250,Michelle Marsh,USA,Female,CWT,43.0,36.0,YELLOW,28.0,PEN,Mixed Competition,6,2014,Summer,5,5
9251,Catherine Charnley,AUS,Female,CNF,53.0,31.0,RED,,DQOTHER,Mixed Competition,6,2014,Summer,8,3
9252,Catherine Charnley,AUS,Female,CNF,53.0,48.0,RED,,DQSP,Mixed Competition,6,2014,Summer,9,4
9253,Amanda Sumner,USA,Female,CWT,45.0,45.0,WHITE,45.0,OK,Mixed Competition,6,2014,Summer,7,7
9254,Amanda Sumner,USA,Female,CWT,50.0,36.0,YELLOW,21.0,PEN,Mixed Competition,6,2014,Summer,8,8
9255,Ryan Myers,USA,Male,CWT,61.0,61.0,WHITE,61.0,OK,Mixed Competition,6,2014,Summer,1,1
9256,Ryan Myers,USA,Male,CWT,63.0,3.0,YELLOW,,PEN,Mixed Competition,6,2014,Summer,2,2
9257,Dan Koval,USA,Male,CWT,60.0,54.0,YELLOW,48.0,PEN,Mixed Competition,6,2014,Summer,1,1
9258,Dan Koval,USA,Male,CWT,60.0,47.0,YELLOW,33.0,PEN,Mixed Competition,6,2014,Summer,2,2
9259,Ken Kiriyama,JPN,Male,CWT,60.0,48.0,YELLOW,35.0,OK PEN,Mixed Competition,6,2014,Summer,17,7
9260,Melveen Tranquilan,PHL,Male,CWT,7.0,4.0,YELLOW,0.0,OK PEN,Mixed Competition,6,2014,Summer,1,1
9261,Peter Elmsted Dreier,DEN,Male,FIM,25.0,25.0,WHITE,25.0,OK,Depth Competition,6,2014,Summer,1,1
9262,Anette Rafen Ottzen,DEN,Female,CWT,26.0,26.0,WHITE,26.0,OK,Depth Competition,6,2014,Summer,1,1
9263,Mik Stangerup,DEN,Male,FIM,28.0,28.0,WHITE,28.0,OK,Depth Competition,6,2014,Summer,1,1
9264,Erik Milles,SWE,Male,CWT,60.0,60.0,WHITE,60.0,OK,Depth Competition,6,2014,Summer,27,27
9265,Erik Milles,SWE,Male,CWT,65.0,58.0,YELLOW,51.0,PEN,Depth Competition,6,2014,Summer,28,28
9266,Morgan Bourc'His,FRA,Male,CNF,73.0,73.0,WHITE,73.0,OK,Depth Competition,6,2014,Summer,28,12
9267,Morgan Bourc'His,FRA,Male,CNF,75.0,75.0,RED,0.0,DQOTHER,Depth Competition,6,2014,Summer,29,13
9268,Jérôme Vigoureux-Peltier,FRA,Male,CWT,35.0,35.0,WHITE,35.0,OK,Depth Competition,6,2014,Summer,9,9
9269,Jérôme Vigoureux-Peltier,FRA,Male,CWT,38.0,38.0,RED,0.0,DQSP,Depth Competition,6,2014,Summer,10,10
9270,Olivier Azzopardi,FRA,Male,FIM,70.0,70.0,WHITE,70.0,OK,Depth Competition,6,2014,Summer,1,1
9271,Olivier Azzopardi,FRA,Male,FIM,73.0,73.0,WHITE,73.0,OK,Depth Competition,6,2014,Summer,2,2
9272,Philippe Taglioferri,FRA,Male,CNF,47.0,47.0,RED,0.0,DQBO,Depth Competition,6,2014,Summer,3,2
9273,Philippe Taglioferri,FRA,Male,CNF,47.0,47.0,WHITE,47.0,OK,Depth Competition,6,2014,Summer,4,3
9274,Pascal Pompidou,FRA,Male,FIM,35.0,35.0,RED,0.0,DQSP,Depth Competition,6,2014,Summer,1,1
9275,Valdemar Karlsson,SWE,Male,CWT,25.0,25.0,WHITE,25.0,OK,Depth Competition,6,2014,Summer,1,1
9276,Valdemar Karlsson,SWE,Male,CWT,30.0,20.0,YELLOW,5.0,PEN,Depth Competition,6,2014,Summer,2,2
9277,Bozon Beatrice,FRA,Female,FIM,55.0,55.0,WHITE,55.0,OK,Depth Competition,6,2014,Summer,5,5
9278,Bozon Beatrice,FRA,Female,FIM,57.0,50.0,YELLOW,43.0,PEN,Depth Competition,6,2014,Summer,6,6
9279,Remy Dubern,FRA,Male,CNF,64.0,64.0,RED,0.0,DQSP,Depth Competition,6,2014,Summer,14,1
9280,Remy Dubern,FRA,Male,CNF,64.0,64.0,WHITE,64.0,OK,Depth Competition,6,2014,Summer,15,2
9281,Stéphane Tourreau,FRA,Male,CWT,90.0,90.0,RED,0.0,DQSP,Depth Competition,6,2014,Summer,5,4
9282,Stéphane Tourreau,FRA,Male,CWT,91.0,91.0,WHITE,91.0,OK,Depth Competition,6,2014,Summer,6,5
9283,Guillaume Bussiere,FRA,Male,CWT,81.0,81.0,WHITE,81.0,OK,Depth Competition,6,2014,Summer,1,1
9284,Guillaume Bussiere,FRA,Male,CWT,91.0,91.0,WHITE,91.0,OK,Depth Competition,6,2014,Summer,2,2
9285,Marianna Gillespie,FRA,Female,CWT,60.0,60.0,WHITE,60.0,OK,Depth Competition,6,2014,Summer,7,4
9286,Marianna Gillespie,FRA,Female,CNF,46.0,46.0,WHITE,46.0,OK,Depth Competition,6,2014,Summer,8,3
9287,Sophie Jacquin,FRA,Female,CWT,61.0,61.0,WHITE,61.0,OK,Depth Competition,6,2014,Summer,8,4
9288,Sophie Jacquin,FRA,Female,FIM,62.0,58.0,YELLOW,54.0,PEN,Depth Competition,6,2014,Summer,9,3
9289,Vanessa Perret,FRA,Female,CWT,56.0,56.0,WHITE,56.0,OK,Depth Competition,6,2014,Summer,1,1
9290,Vanessa Perret,FRA,Female,CWT,60.0,15.0,YELLOW,,PEN,Depth Competition,6,2014,Summer,2,2
9291,Delphine Dupont,FRA,Female,CNF,43.0,43.0,WHITE,43.0,OK,Depth Competition,6,2014,Summer,1,1
9292,Delphine Dupont,FRA,Female,CWT,50.0,50.0,WHITE,50.0,OK,Depth Competition,6,2014,Summer,2,1
9293,Benjamin Girardot,FRA,Male,FIM,50.0,50.0,WHITE,50.0,OK,Depth Competition,6,2014,Summer,1,1
9294,Benjamin Girardot,FRA,Male,FIM,53.0,32.0,YELLOW,11.0,PEN,Depth Competition,6,2014,Summer,2,2
9295,Jean-Philippe Lagoutiere,FRA,Male,CWT,41.0,41.0,WHITE,41.0,OK,Depth Competition,6,2014,Summer,1,1
9296,Jean-Philippe Lagoutiere,FRA,Male,CWT,42.0,20.0,YELLOW,,PEN,Depth Competition,6,2014,Summer,2,2
9297,Jean-Paul Lauden,FRA,Male,FIM,75.0,75.0,RED,0.0,DQBO,Depth Competition,6,2014,Summer,2,1
9298,Jean-Paul Lauden,FRA,Male,FIM,75.0,75.0,WHITE,75.0,OK,Depth Competition,6,2014,Summer,3,2
9299,Coraline Pennarguear,FRA,Female,CWT,54.0,54.0,WHITE,54.0,OK,Depth Competition,6,2014,Summer,4,4
9300,Coraline Pennarguear,FRA,Female,CWT,58.0,58.0,WHITE,58.0,OK,Depth Competition,6,2014,Summer,5,5
9301,Matthieu Dubray,FRA,Male,CWT,38.0,38.0,WHITE,38.0,OK,Depth Competition,6,2014,Summer,3,3
9302,Matthieu Dubray,FRA,Male,CWT,40.0,40.0,WHITE,40.0,OK,Depth Competition,6,2014,Summer,4,4
9303,Antony Agranier,FRA,Male,FIM,45.0,45.0,WHITE,45.0,OK,Depth Competition,6,2014,Summer,3,1
9304,Xavier Delpit,FRA,Male,CWT,80.0,80.0,WHITE,80.0,OK,Depth Competition,6,2014,Summer,3,3
9305,Lily Crespy,FRA,Female,FIM,52.0,52.0,WHITE,52.0,OK,Depth Competition,6,2014,Summer,3,2
9306,Lily Crespy,FRA,Female,CWT,50.0,50.0,WHITE,50.0,OK,Depth Competition,6,2014,Summer,4,2
9307,Paul Ogier,FRA,Male,CWT,58.0,58.0,WHITE,58.0,OK,Depth Competition,6,2014,Summer,1,1
9308,Paul Ogier,FRA,Male,CWT,60.0,60.0,WHITE,60.0,OK,Depth Competition,6,2014,Summer,2,2
9309,Thomas Zurbach,FRA,Male,CWT,35.0,35.0,WHITE,35.0,OK,Depth Competition,6,2014,Summer,1,1
9310,Thomas Zurbach,FRA,Male,CWT,38.0,38.0,WHITE,38.0,OK,Depth Competition,6,2014,Summer,2,2
9311,Sylvain Bes,FRA,Male,CWT,42.0,42.0,WHITE,42.0,OK,Depth Competition,6,2014,Summer,1,1
9312,Nicolas Aubry,FRA,Male,CNF,41.0,41.0,WHITE,41.0,OK,Depth Competition,6,2014,Summer,1,1
9313,Sebastien Delelee,FRA,Male,CWT,47.0,47.0,WHITE,47.0,OK,Depth Competition,6,2014,Summer,1,1
9314,Paul Rollier,IRL,Male,CNF,32.0,32.0,WHITE,32.0,OK,Depth Competition,6,2014,Summer,1,1
9315,Paul Rollier,IRL,Male,FIM,54.0,54.0,WHITE,54.0,OK,Depth Competition,6,2014,Summer,2,1
9316,Jean-Loup Pechuzal,FRA,Male,CWT,35.0,35.0,WHITE,35.0,OK,Depth Competition,6,2014,Summer,1,1
9317,Jean-Loup Pechuzal,FRA,Male,CWT,43.0,43.0,WHITE,43.0,OK,Depth Competition,6,2014,Summer,2,2
9318,Aissa Labbour,Unknown,Male,CWT,35.0,35.0,RED,0.0,DQSP,Depth Competition,6,2014,Summer,1,1
9319,Aissa Labbour,Unknown,Male,CWT,35.0,35.0,WHITE,35.0,OK,Depth Competition,6,2014,Summer,2,2
9320,Jesper Stechmann,DEN,Male,CNF,55.0,55.0,WHITE,55.0,OK,World Championship,6,2014,Summer,39,15
9321,Jesper Stechmann,DEN,Male,FIM,76.0,76.0,WHITE,76.0,OK,World Championship,6,2014,Summer,40,8
9322,Jesper Stechmann,DEN,Male,CWT,82.0,82.0,WHITE,82.0,OK,World Championship,6,2014,Summer,41,18
9323,Jesper Stechmann,DEN,Male,FIM,85.0,74.0,YELLOW,62.0,PEN,World Championship,6,2014,Summer,42,9
9324,Jesper Stechmann,DEN,Male,FIM,60.0,60.0,WHITE,60.0,OK,World Championship,6,2014,Summer,43,10
9325,Aurore Asso,FRA,Female,CWT,68.0,62.0,YELLOW,55.0,PEN,World Championship,6,2014,Summer,21,14
9326,Aurore Asso,FRA,Female,CWT,65.0,61.0,YELLOW,56.0,PEN,World Championship,6,2014,Summer,22,15
9327,Aurore Asso,FRA,Female,CWT,65.0,65.0,WHITE,65.0,OK,World Championship,6,2014,Summer,23,16
9328,Aurore Asso,FRA,Female,CWT,67.0,67.0,WHITE,67.0,OK,World Championship,6,2014,Summer,24,17
9329,Aurore Asso,FRA,Female,CWT,60.0,60.0,WHITE,60.0,OK,World Championship,6,2014,Summer,25,18
9330,Liv Philip,GBR,Female,FIM,50.0,50.0,WHITE,50.0,OK,World Championship,6,2014,Summer,49,17
9331,Liv Philip,GBR,Female,CWT,55.0,55.0,WHITE,55.0,OK,World Championship,6,2014,Summer,50,20
9332,Liv Philip,GBR,Female,CNF,40.0,40.0,WHITE,40.0,OK,World Championship,6,2014,Summer,51,14
9333,Aris Ioannidis,GRE,Male,CWT,55.0,55.0,YELLOW,50.0,PEN,World Championship,6,2014,Summer,33,7
9334,Aris Ioannidis,GRE,Male,CWT,58.0,54.0,YELLOW,49.0,PEN,World Championship,6,2014,Summer,34,8
9335,Aris Ioannidis,GRE,Male,CWT,56.0,56.0,WHITE,56.0,OK,World Championship,6,2014,Summer,35,9
9336,Aris Ioannidis,GRE,Male,CWT,62.0,56.0,YELLOW,49.0,PEN,World Championship,6,2014,Summer,36,10
9337,Aris Ioannidis,GRE,Male,CWT,60.0,57.0,YELLOW,53.0,PEN,World Championship,6,2014,Summer,37,11
9338,Timothy Money,GBR,Male,CWT,56.0,56.0,WHITE,56.0,OK,World Championship,6,2014,Summer,28,16
